,,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $30 off / Cracked Lens = $20 off / Bad Face ID = Grade D / Bad Back Camera = $30 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),Model
,iPhone XS Max 64GB Unlocked,$125,$120,$110,$70,$50,-$1,,$106,$102,$94,$60,$43,-$1,,$90,$87,$79,$51,$36,-$1,iPhone XS Max 64GB Unlocked
,iPhone XS Max 256GB Unlocked,$135,$130,$120,$80,$60,-$1,,$115,$111,$102,$68,$51,-$1,,$98,$94,$87,$58,$43,-$1,iPhone XS Max 256GB Unlocked
,iPhone XS Max 512GB Unlocked,$145,$140,$130,$85,$65,-$1,,$123,$119,$111,$72,$55,-$1,,$105,$101,$94,$61,$47,-$1,iPhone XS Max 512GB Unlocked
,iPhone XS Max 64GB Carrier Locked,$55,$50,$50,$30,$20,-$1,,$47,$43,$43,$26,$17,-$1,,$40,$36,$36,$22,$14,-$1,iPhone XS Max 64GB Carrier Locked
,iPhone XS Max 256GB Carrier Locked,$65,$60,$60,$40,$30,-$1,,$55,$51,$51,$34,$26,-$1,,$47,$43,$43,$29,$22,-$1,iPhone XS Max 256GB Carrier Locked
,iPhone XS Max 512GB Carrier Locked,$75,$70,$70,$50,$35,-$1,,$64,$60,$60,$43,$30,-$1,,$54,$51,$51,$36,$25,-$1,iPhone XS Max 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $30 off / Cracked Lens = $20 off / Bad Face ID = Grade D / Bad Back Camera = $30 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),Model
,iPhone XS 64GB Unlocked,$100,$95,$90,$40,$30,$1,,$85,$81,$77,$34,$26,$1,,$72,$69,$65,$29,$22,$1,iPhone XS 64GB Unlocked
,iPhone XS 256GB Unlocked,$110,$100,$90,$40,$30,$1,,$94,$85,$77,$34,$26,$1,,$79,$72,$65,$29,$22,$1,iPhone XS 256GB Unlocked
,iPhone XS 512GB Unlocked,$115,$105,$95,$45,$35,$1,,$98,$89,$81,$38,$30,$1,,$83,$76,$69,$33,$25,$1,iPhone XS 512GB Unlocked
,iPhone XS 64GB Carrier Locked,$55,$50,$50,$25,$20,$1,,$47,$43,$43,$21,$17,$1,,$40,$36,$36,$18,$14,$1,iPhone XS 64GB Carrier Locked
,iPhone XS 256GB Carrier Locked,$65,$60,$60,$35,$25,$1,,$55,$51,$51,$30,$21,$1,,$47,$43,$43,$25,$18,$1,iPhone XS 256GB Carrier Locked
,iPhone XS 512GB Carrier Locked,$75,$70,$70,$45,$26,$1,,$64,$60,$60,$38,$22,$1,,$54,$51,$51,$33,$19,$1,iPhone XS 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $25 off / Cracked Lens = $25 off / Bad Face ID = Grade D / Bad Back Camera = $30 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),Model
,iPhone XR 64GB Unlocked,$90,$85,$80,$30,$15,$2,,$77,$72,$68,$26,$13,$2,,$65,$61,$58,$22,$11,$1,iPhone XR 64GB Unlocked
,iPhone XR 128GB Unlocked,$95,$90,$85,$35,$20,$2,,$81,$77,$72,$30,$17,$2,,$69,$65,$61,$25,$14,$1,iPhone XR 128GB Unlocked
,iPhone XR 256GB Unlocked,$105,$95,$90,$40,$25,$2,,$89,$81,$77,$34,$21,$2,,$76,$69,$65,$29,$18,$1,iPhone XR 256GB Unlocked
,iPhone XR 64GB Carrier Locked,$55,$50,$50,$20,$10,$2,,$47,$43,$43,$17,$9,$2,,$40,$36,$36,$14,$7,$1,iPhone XR 64GB Carrier Locked
,iPhone XR 128GB Carrier Locked,$60,$55,$55,$25,$15,$2,,$51,$47,$47,$21,$13,$2,,$43,$40,$40,$18,$11,$1,iPhone XR 128GB Carrier Locked
,iPhone XR 256GB Carrier Locked,$65,$60,$60,$30,$20,$2,,$55,$51,$51,$26,$17,$2,,$47,$43,$43,$22,$14,$1,iPhone XR 256GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $25 off / Cracked Lens = $25 off / Bad Face ID = Grade D / Bad Back Camera = $30 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),1
,iPhone X 64GB Unlocked,$80,$75,$70,$30,$20,$1,,$68,$64,$60,$26,$17,$1,,$58,$54,$51,$22,$14,$1,iPhone X 64GB Unlocked
,iPhone X 256GB Unlocked,$85,$80,$75,$35,$25,$1,,$72,$68,$64,$30,$21,$1,,$61,$58,$54,$25,$18,$1,iPhone X 256GB Unlocked
,iPhone X 64GB Carrier Locked,$45,$40,$40,$30,$20,$1,,$38,$34,$34,$26,$17,$1,,$33,$29,$29,$22,$14,$1,iPhone X 64GB Carrier Locked
,iPhone X 256GB Carrier Locked,$55,$50,$50,$40,$25,$1,,$47,$43,$43,$34,$21,$1,,$40,$36,$36,$29,$18,$1,iPhone X 256GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
